time,timestep,iteration,converged,density_error
0.0292453,0.000471698,2,1,1.54875e-05
0.029717,0.000471698,2,1,2.21128e-05
0.0301887,0.000471698,2,1,2.76589e-05
0.0306604,0.000471698,2,1,2.55151e-05
0.0311321,0.000471698,2,1,3.48606e-05
0.0316038,0.000471698,2,1,3.49981e-05
0.0320755,0.000471698,2,1,2.63976e-05
0.0325472,0.000471698,2,1,1.78129e-05
0.0330189,0.000471698,2,1,1.28026e-05
0.0334906,0.000471698,2,1,9.14161e-06
0.0339623,0.000471698,2,1,6.94829e-06
0.034434,0.000471698,2,1,6.08096e-06
0.0349057,0.000471698,2,1,7.24851e-06
0.0353774,0.000471698,2,1,1.03282e-05
0.0358491,0.000471698,2,1,1.40447e-05
0.0363208,0.000471698,2,1,1.75899e-05
0.0367925,0.000471698,2,1,1.92713e-05
0.0372642,0.000471698,2,1,1.76299e-05
0.0377358,0.000471698,2,1,1.42515e-05
0.0382075,0.000471698,2,1,1.10806e-05
0.0386792,0.000471698,2,1,8.45303e-06
0.0391509,0.000471698,2,1,6.44116e-06
0.0396226,0.000471698,2,1,4.9697e-06
0.0400943,0.000471698,2,1,4.31927e-06
0.040566,0.000471698,2,1,3.86616e-06
0.0410377,0.000471698,2,1,3.5192e-06
0.0415094,0.000471698,2,1,3.75364e-06
0.0419811,0.000471698,2,1,4.3163e-06
0.0424528,0.000471698,2,1,4.7395e-06
0.0429245,0.000471698,2,1,4.98649e-06
0.0433962,0.000471698,2,1,5.85549e-06
0.0438679,0.000471698,2,1,5.90434e-06
0.0443396,0.000471698,2,1,6.8231e-06
0.0448113,0.000471698,2,1,6.78709e-06
0.045283,0.000471698,2,1,6.95945e-06
0.0457547,0.000471698,2,1,6.99355e-06
0.0462264,0.000471698,2,1,8.51266e-06
0.0466981,0.000471698,2,1,8.66594e-06
0.0471698,0.000471698,2,1,8.94985e-06
0.0476415,0.000471698,2,1,8.17832e-06
0.0481132,0.000471698,2,1,7.42445e-06
0.0485849,0.000471698,2,1,6.84862e-06
0.0490566,0.000471698,2,1,7.09574e-06
0.0495283,0.000471698,2,1,7.32519e-06
0.05,0.000471698,2,1,7.64502e-06
0.0504717,0.000471698,2,1,7.57352e-06
0.0509434,0.000471698,2,1,7.03915e-06
0.0514151,0.000471698,2,1,6.36682e-06
0.0518868,0.000471698,2,1,6.0291e-06
0.0523585,0.000471698,2,1,6.17319e-06
0.0528302,0.000471698,2,1,6.40994e-06
0.0533019,0.000471698,2,1,6.4589e-06
0.0537736,0.000471698,2,1,6.90894e-06
0.0542453,0.000471698,2,1,7.53749e-06
0.054717,0.000471698,2,1,8.53566e-06
0.0551887,0.000471698,2,1,9.52539e-06
0.0556604,0.000471698,2,1,1.04909e-05
0.0561321,0.000471698,2,1,1.11667e-05
0.0566038,0.000471698,2,1,1.21446e-05
0.0570755,0.000471698,2,1,1.37112e-05
0.0575472,0.000471698,2,1,1.49672e-05
0.0580189,0.000471698,2,1,1.68763e-05
0.0584906,0.000471698,2,1,1.6255e-05
0.0589623,0.000471698,2,1,1.55249e-05
0.059434,0.000471698,2,1,1.48007e-05
0.0599057,0.000471698,2,1,1.35629e-05
0.0603774,0.000471698,2,1,1.28127e-05
0.0608491,0.000471698,2,1,1.1888e-05
0.0613208,0.000471698,2,1,1.11457e-05
0.0617925,0.000471698,2,1,1.07339e-05
0.0622642,0.000471698,2,1,1.05944e-05
0.0627358,0.000471698,2,1,1.06362e-05
0.0632075,0.000471698,2,1,1.08338e-05
0.0636792,0.000471698,2,1,1.13019e-05
0.0641509,0.000471698,2,1,1.20641e-05
0.0646226,0.000471698,2,1,1.34311e-05
0.0650943,0.000471698,2,1,1.46086e-05
0.065566,0.000471698,2,1,1.54036e-05
0.0660377,0.000471698,2,1,1.5637e-05
0.0665094,0.000471698,2,1,1.59685e-05
0.0669811,0.000471698,2,1,1.59308e-05
0.0674528,0.000471698,2,1,1.59468e-05
0.0679245,0.000471698,2,1,1.60765e-05
0.0683962,0.000471698,2,1,1.60519e-05
0.0688679,0.000471698,2,1,1.60743e-05
0.0693396,0.000471698,2,1,1.64966e-05
0.0698113,0.000471698,2,1,1.68894e-05
0.070283,0.000471698,2,1,1.61721e-05
0.0707547,0.000471698,2,1,1.61045e-05
0.0712264,0.000471698,2,1,1.59148e-05
0.0716981,0.000471698,2,1,1.55579e-05
0.0721698,0.000471698,2,1,1.56599e-05
0.0726415,0.000471698,2,1,1.63458e-05
0.0731132,0.000471698,2,1,1.702e-05
0.0735849,0.000471698,2,1,2.06397e-05
0.0740566,0.000471698,2,1,2.74457e-05
0.0745283,0.000471698,2,1,3.48358e-05
0.075,0.000471698,2,1,4.67896e-05
0.0754717,0.000471698,2,1,5.87913e-05
0.0759434,0.000471698,2,1,7.07943e-05
0.0764151,0.000471698,2,1,7.59362e-05
0.0768868,0.000471698,2,1,7.74674e-05
0.0773585,0.000471698,2,1,7.61953e-05
0.0778302,0.000471698,2,1,7.53563e-05
0.0783019,0.000471698,2,1,7.45038e-05
0.0787736,0.000471698,2,1,7.28464e-05
0.0792453,0.000471698,2,1,8.12529e-05
0.079717,0.000471698,2,1,8.20656e-05
0.0801887,0.000471698,2,1,7.81914e-05
0.0806604,0.000471698,2,1,7.34979e-05
0.0811321,0.000471698,2,1,7.04526e-05
0.0816038,0.000471698,2,1,6.53616e-05
0.0820755,0.000471698,2,1,6.01158e-05
0.0825472,0.000471698,2,1,5.58118e-05
0.0830189,0.000471698,2,1,5.33992e-05
0.0834906,0.000471698,2,1,5.12309e-05
0.0839623,0.000471698,2,1,4.95541e-05
0.084434,0.000471698,2,1,4.83834e-05
0.0849057,0.000471698,2,1,4.71482e-05
0.0853774,0.000471698,2,1,4.61208e-05
0.0858491,0.000471698,2,1,4.61976e-05
0.0863208,0.000471698,2,1,4.71e-05
0.0867925,0.000471698,2,1,4.81333e-05
0.0872642,0.000471698,2,1,4.86307e-05
0.0877358,0.000471698,2,1,4.92734e-05
0.0882075,0.000471698,2,1,4.82926e-05
0.0886792,0.000471698,2,1,4.49809e-05
0.0891509,0.000471698,2,1,4.25161e-05
0.0896226,0.000471698,2,1,3.90651e-05
0.0900943,0.000471698,2,1,3.65625e-05
0.090566,0.000471698,2,1,3.65479e-05
0.0910377,0.000471698,2,1,3.9587e-05
0.0915094,0.000471698,2,1,4.40834e-05
0.0919811,0.000471698,2,1,4.7476e-05
0.0924528,0.000471698,2,1,4.92308e-05
0.0929245,0.000471698,2,1,4.95883e-05
0.0933962,0.000471698,2,1,4.7748e-05
0.0938679,0.000471698,2,1,4.40315e-05
0.0943396,0.000471698,2,1,4.25383e-05
0.0948113,0.000471698,2,1,4.57918e-05
0.095283,0.000471698,2,1,4.2746e-05
0.0957547,0.000471698,2,1,4.188e-05
0.0962264,0.000471698,2,1,4.24329e-05
0.0966981,0.000471698,2,1,4.17406e-05
0.0971698,0.000471698,2,1,4.11553e-05
0.0976415,0.000471698,2,1,4.0289e-05
0.0981132,0.000471698,2,1,3.98233e-05
0.0985849,0.000471698,2,1,4.41061e-05
0.0990566,0.000471698,2,1,4.74513e-05
0.0995283,0.000471698,2,1,5.03963e-05
0.1,0.000471698,2,1,5.18658e-05
0.100472,0.000471698,2,1,5.42724e-05
0.100943,0.000471698,2,1,5.42663e-05
0.101415,0.000471698,2,1,5.35521e-05
0.101887,0.000471698,2,1,5.37016e-05
0.102358,0.000471698,2,1,5.34242e-05
0.10283,0.000471698,2,1,5.54431e-05
0.103302,0.000471698,2,1,5.99139e-05
0.103774,0.000471698,2,1,6.57923e-05
0.104245,0.000471698,2,1,6.77096e-05
0.104717,0.000471698,2,1,7.1508e-05
0.105189,0.000471698,2,1,7.2223e-05
0.10566,0.000471698,2,1,7.47204e-05
0.106132,0.000471698,2,1,7.87444e-05
0.106604,0.000471698,2,1,8.46565e-05
0.107075,0.000471698,2,1,8.66705e-05
0.107547,0.000471698,2,1,9.19914e-05
0.108019,0.000471698,2,1,9.82646e-05
0.108491,0.000471698,2,1,9.8949e-05
0.108962,0.000471698,2,1,0.000101438
0.109434,0.000471698,2,1,0.000103891
0.109906,0.000471698,2,1,0.000103881
0.110377,0.000471698,2,1,0.000108856
0.110849,0.000471698,2,1,0.00010958
0.111321,0.000471698,2,1,0.000109804
0.111792,0.000471698,2,1,0.000107944
0.112264,0.000471698,2,1,0.000108826
0.112736,0.000471698,2,1,0.00011178
0.113208,0.000471698,2,1,0.000119002
0.113679,0.000471698,2,1,0.000127861
0.114151,0.000471698,2,1,0.000136037
0.114623,0.000471698,2,1,0.000148082
0.115094,0.000471698,2,1,0.000162282
0.115566,0.000471698,2,1,0.000173292
0.116038,0.000471698,2,1,0.000173323
0.116509,0.000471698,2,1,0.000177572
0.116981,0.000471698,2,1,0.000185021
0.117453,0.000471698,2,1,0.000182951
0.117925,0.000471698,2,1,0.000183738
0.118396,0.000471698,2,1,0.000186678
0.118868,0.000471698,2,1,0.000190164
0.11934,0.000471698,2,1,0.000188405
0.119811,0.000471698,2,1,0.000183412
0.120283,0.000471698,2,1,0.000190264
0.120755,0.000471698,2,1,0.000188899
0.121226,0.000471698,2,1,0.000186621
0.121698,0.000471698,2,1,0.000182996
0.12217,0.000471698,2,1,0.000182785
0.122642,0.000471698,2,1,0.000189041
0.123113,0.000471698,2,1,0.000195145
0.123585,0.000471698,2,1,0.000200642
0.124057,0.000471698,2,1,0.000212307
0.124528,0.000471698,2,1,0.00022264
0.125,0.000471698,2,1,0.000219245
0.125472,0.000471698,2,1,0.00021255
0.125943,0.000471698,2,1,0.000206409
0.126415,0.000471698,2,1,0.000202054
0.126887,0.000471698,2,1,0.000210809
0.127358,0.000471698,2,1,0.000210848
0.12783,0.000471698,2,1,0.000214231
0.128302,0.000471698,2,1,0.000229522
0.128774,0.000471698,2,1,0.00022981
0.129245,0.000471698,2,1,0.000233155
0.129717,0.000471698,2,1,0.000232964
0.130189,0.000471698,2,1,0.000237094
0.13066,0.000471698,2,1,0.0002497
0.131132,0.000471698,2,1,0.000251219
0.131604,0.000471698,2,1,0.000248373
0.132075,0.000471698,2,1,0.000250618
0.132547,0.000471698,2,1,0.00025217
0.133019,0.000471698,2,1,0.000252306
0.133491,0.000471698,2,1,0.000253097
0.133962,0.000471698,2,1,0.000260128
0.134434,0.000471698,2,1,0.00025945
0.134906,0.000471698,2,1,0.000264452
0.135377,0.000471698,2,1,0.000269172
0.135849,0.000471698,2,1,0.000269649
0.136321,0.000471698,2,1,0.000270696
0.136792,0.000471698,2,1,0.000268271
0.137264,0.000471698,2,1,0.000272084
0.137736,0.000471698,2,1,0.00028315
0.138208,0.000471698,2,1,0.00028608
0.138679,0.000471698,2,1,0.000293591
0.139151,0.000471698,2,1,0.000291981
0.139623,0.000471698,2,1,0.000294777
0.140094,0.000471698,2,1,0.000301742
0.140566,0.000471698,2,1,0.000314439
0.141038,0.000471698,2,1,0.000327381
0.141509,0.000471698,2,1,0.000338676
0.141981,0.000471698,2,1,0.000341799
0.142453,0.000471698,2,1,0.000356416
0.142925,0.000471698,2,1,0.000363656
0.143396,0.000471698,2,1,0.000362563
0.143868,0.000471698,2,1,0.000354518
0.14434,0.000471698,2,1,0.000344224
0.144811,0.000471698,2,1,0.000344069
0.145283,0.000471698,2,1,0.000344721
0.145755,0.000471698,2,1,0.000350398
0.146226,0.000471698,2,1,0.000351898
0.146698,0.000471698,2,1,0.000356532
0.14717,0.000471698,2,1,0.00036988
0.147642,0.000471698,2,1,0.000370772
0.148113,0.000471698,2,1,0.000375452
0.148585,0.000471698,2,1,0.000368933
0.149057,0.000471698,2,1,0.000364784
0.149528,0.000471698,2,1,0.000351973
0.15,0.000471698,2,1,0.000357026
0.150472,0.000471698,2,1,0.000352438
0.150943,0.000471698,2,1,0.000333545
0.151415,0.000471698,2,1,0.000331763
0.151887,0.000471698,2,1,0.000329725
0.152358,0.000471698,2,1,0.000333138
0.15283,0.000471698,2,1,0.000327
0.153302,0.000471698,2,1,0.000309443
0.153774,0.000471698,2,1,0.000304408
0.154245,0.000471698,2,1,0.00030857
0.154717,0.000471698,2,1,0.000305611
0.155189,0.000471698,2,1,0.000305384
0.15566,0.000471698,2,1,0.00029438
0.156132,0.000471698,2,1,0.000298401
0.156604,0.000471698,2,1,0.000301832
0.157075,0.000471698,2,1,0.000303608
0.157547,0.000471698,2,1,0.000302599
0.158019,0.000471698,2,1,0.000298003
0.158491,0.000471698,2,1,0.00028732
0.158962,0.000471698,2,1,0.00027229
0.159434,0.000471698,2,1,0.00026494
0.159906,0.000471698,2,1,0.000250806
0.160377,0.000471698,2,1,0.000247135
0.160849,0.000471698,2,1,0.000254812
0.161321,0.000471698,2,1,0.0002555
0.161792,0.000471698,2,1,0.00024894
0.162264,0.000471698,2,1,0.000259505
0.162736,0.000471698,2,1,0.000259568
0.163208,0.000471698,2,1,0.000252524
0.163679,0.000471698,2,1,0.000252602
0.164151,0.000471698,2,1,0.000242618
0.164623,0.000471698,2,1,0.000227002
0.165094,0.000471698,2,1,0.000210953
0.165566,0.000471698,2,1,0.000191432
0.166038,0.000471698,2,1,0.000180034
0.166509,0.000471698,2,1,0.000167242
0.166981,0.000471698,2,1,0.000158213
0.167453,0.000471698,2,1,0.000148576
0.167925,0.000471698,2,1,0.000145298
0.168396,0.000471698,2,1,0.000145569
0.168868,0.000471698,2,1,0.000152514
0.16934,0.000471698,2,1,0.000161021
0.169811,0.000471698,2,1,0.000162395
0.170283,0.000471698,2,1,0.000169339
0.170755,0.000471698,2,1,0.000169998
0.171226,0.000471698,2,1,0.00016851
0.171698,0.000471698,2,1,0.000163989
0.17217,0.000471698,2,1,0.000162087
0.172642,0.000471698,2,1,0.000161531
0.173113,0.000471698,2,1,0.000157187
0.173585,0.000471698,2,1,0.000152182
0.174057,0.000471698,2,1,0.000145053
0.174528,0.000471698,2,1,0.000141617
0.175,0.000471698,2,1,0.000138247
0.175472,0.000471698,2,1,0.000138304
0.175943,0.000471698,2,1,0.000134075
0.176415,0.000471698,2,1,0.000129263
0.176887,0.000471698,2,1,0.000127333
0.177358,0.000471698,2,1,0.00012503
0.17783,0.000471698,2,1,0.000121649
0.178302,0.000471698,2,1,0.000118217
0.178774,0.000471698,2,1,0.000116893
0.179245,0.000471698,2,1,0.00011611
0.179717,0.000471698,2,1,0.000116468
0.180189,0.000471698,2,1,0.000114797
0.18066,0.000471698,2,1,0.000113546
0.181132,0.000471698,2,1,0.000112412
0.181604,0.000471698,2,1,0.000112673
0.182075,0.000471698,2,1,0.000109205
0.182547,0.000471698,2,1,0.000108085
0.183019,0.000471698,2,1,0.000104146
0.183491,0.000471698,2,1,0.000101531
0.183962,0.000471698,2,1,0.000100969
0.184434,0.000471698,2,1,9.39228e-05
0.184906,0.000471698,2,1,9.07085e-05
0.185377,0.000471698,2,1,8.82287e-05
0.185849,0.000471698,2,1,8.57151e-05
0.186321,0.000471698,2,1,8.36018e-05
0.186792,0.000471698,2,1,8.2601e-05
0.187264,0.000471698,2,1,8.13392e-05
0.187736,0.000471698,2,1,8.21535e-05
0.188208,0.000471698,2,1,7.96476e-05
0.188679,0.000471698,2,1,7.95563e-05
0.189151,0.000471698,2,1,7.7474e-05
0.189623,0.000471698,2,1,7.5978e-05
0.190094,0.000471698,2,1,7.49846e-05
0.190566,0.000471698,2,1,7.67172e-05
0.191038,0.000471698,2,1,7.51922e-05
0.191509,0.000471698,2,1,7.54737e-05
0.191981,0.000471698,2,1,7.8731e-05
0.192453,0.000471698,2,1,7.76069e-05
0.192925,0.000471698,2,1,7.66866e-05
0.193396,0.000471698,2,1,8.01407e-05
0.193868,0.000471698,2,1,8.06324e-05
0.19434,0.000471698,2,1,8.09615e-05
0.194811,0.000471698,2,1,8.16914e-05
0.195283,0.000471698,2,1,8.06903e-05
0.195755,0.000471698,2,1,7.92521e-05
0.196226,0.000471698,2,1,7.85146e-05
0.196698,0.000471698,2,1,7.6514e-05
0.19717,0.000471698,2,1,7.3557e-05
0.197642,0.000471698,2,1,7.33298e-05
0.198113,0.000471698,2,1,7.09673e-05
0.198585,0.000471698,2,1,6.9239e-05
0.199057,0.000471698,2,1,7.02768e-05
0.199528,0.000471698,2,1,6.80365e-05
0.2,0.000471698,2,1,6.97314e-05
0.200472,0.000471698,2,1,7.07066e-05
0.200943,0.000471698,2,1,7.24432e-05
0.201415,0.000471698,2,1,7.44388e-05
0.201887,0.000471698,2,1,7.55957e-05
0.202358,0.000471698,2,1,7.67352e-05
0.20283,0.000471698,2,1,7.75884e-05
0.203302,0.000471698,2,1,7.82675e-05
0.203774,0.000471698,2,1,7.83052e-05
0.204245,0.000471698,2,1,7.94721e-05
0.204717,0.000471698,2,1,7.9222e-05
0.205189,0.000471698,2,1,7.86699e-05
0.20566,0.000471698,2,1,7.69831e-05
0.206132,0.000471698,2,1,7.62335e-05
0.206604,0.000471698,2,1,7.61331e-05
0.207075,0.000471698,2,1,7.37102e-05
0.207547,0.000471698,2,1,7.32579e-05
0.208019,0.000471698,2,1,7.44689e-05
0.208491,0.000471698,2,1,7.17651e-05
0.208962,0.000471698,2,1,7.21358e-05
0.209434,0.000471698,2,1,7.1718e-05
0.209906,0.000471698,2,1,7.18112e-05
0.210377,0.000471698,2,1,7.17868e-05
0.210849,0.000471698,2,1,7.19084e-05
0.211321,0.000471698,2,1,7.48592e-05
0.211792,0.000471698,2,1,7.64273e-05
0.212264,0.000471698,2,1,7.69552e-05
0.212736,0.000471698,2,1,7.82323e-05
0.213208,0.000471698,2,1,8.03185e-05
0.213679,0.000471698,2,1,8.07833e-05
0.214151,0.000471698,2,1,8.02189e-05
0.214623,0.000471698,2,1,8.20247e-05
0.215094,0.000471698,2,1,8.04406e-05
0.215566,0.000471698,2,1,8.01151e-05
0.216038,0.000471698,2,1,7.83269e-05
0.216509,0.000471698,2,1,7.88955e-05
0.216981,0.000471698,2,1,7.61469e-05
0.217453,0.000471698,2,1,7.44787e-05
0.217925,0.000471698,2,1,7.36845e-05
0.218396,0.000471698,2,1,7.29334e-05
0.218868,0.000471698,2,1,7.05451e-05
0.21934,0.000471698,2,1,6.98154e-05
0.219811,0.000471698,2,1,6.95501e-05
0.220283,0.000471698,2,1,6.99122e-05
0.220755,0.000471698,2,1,7.01417e-05
0.221226,0.000471698,2,1,7.37664e-05
0.221698,0.000471698,2,1,7.46663e-05
0.22217,0.000471698,2,1,7.50675e-05
0.222642,0.000471698,2,1,7.47544e-05
0.223113,0.000471698,2,1,7.45632e-05
0.223585,0.000471698,2,1,7.35546e-05
0.224057,0.000471698,2,1,7.17575e-05
0.224528,0.000471698,2,1,7.41704e-05
0.225,0.000471698,2,1,7.25976e-05
0.225472,0.000471698,2,1,7.45507e-05
0.225943,0.000471698,2,1,7.48688e-05
0.226415,0.000471698,2,1,7.48139e-05
0.226887,0.000471698,2,1,7.46676e-05
0.227358,0.000471698,2,1,7.79791e-05
0.22783,0.000471698,2,1,7.85694e-05
0.228302,0.000471698,2,1,7.96666e-05
0.228774,0.000471698,2,1,8.5315e-05
0.229245,0.000471698,2,1,8.42601e-05
0.229717,0.000471698,2,1,8.46007e-05
0.230189,0.000471698,2,1,8.37836e-05
0.23066,0.000471698,2,1,8.40481e-05
0.231132,0.000471698,2,1,8.5237e-05
0.231604,0.000471698,2,1,8.60883e-05
0.232075,0.000471698,2,1,9.02052e-05
0.232547,0.000471698,2,1,9.16597e-05
0.233019,0.000471698,2,1,9.48735e-05
0.233491,0.000471698,2,1,9.64034e-05
0.233962,0.000471698,2,1,9.88258e-05
0.234434,0.000471698,2,1,0.000104708
0.234906,0.000471698,2,1,0.000103384
0.235377,0.000471698,2,1,0.000104102
0.235849,0.000471698,2,1,0.000103197
0.236321,0.000471698,2,1,0.000102392
0.236792,0.000471698,2,1,0.000102335
0.237264,0.000471698,2,1,0.000101411
0.237736,0.000471698,2,1,0.00010039
0.238208,0.000471698,2,1,9.99627e-05
0.238679,0.000471698,2,1,9.89759e-05
0.239151,0.000471698,2,1,9.86201e-05
0.239623,0.000471698,2,1,9.71159e-05
0.240094,0.000471698,2,1,9.61099e-05
0.240566,0.000471698,2,1,9.55178e-05
0.241038,0.000471698,2,1,9.62652e-05
0.241509,0.000471698,2,1,9.62642e-05
0.241981,0.000471698,2,1,9.64019e-05
0.242453,0.000471698,2,1,9.50404e-05
0.242925,0.000471698,2,1,9.52141e-05
0.243396,0.000471698,2,1,9.50271e-05
0.243868,0.000471698,2,1,9.45065e-05
0.24434,0.000471698,2,1,9.26956e-05
0.244811,0.000471698,2,1,9.49742e-05
0.245283,0.000471698,2,1,9.51674e-05
0.245755,0.000471698,2,1,9.58931e-05
0.246226,0.000471698,2,1,9.66845e-05
0.246698,0.000471698,2,1,9.74749e-05
0.24717,0.000471698,2,1,9.69128e-05
0.247642,0.000471698,2,1,9.65488e-05
0.248113,0.000471698,2,1,9.47569e-05
0.248585,0.000471698,2,1,9.30908e-05
0.249057,0.000471698,2,1,9.22701e-05
0.249528,0.000471698,2,1,9.29493e-05
0.25,0.000471698,2,1,9.40187e-05
0.250472,0.000471698,2,1,9.29257e-05
0.250943,0.000471698,2,1,9.10315e-05
0.251415,0.000471698,2,1,8.91814e-05
0.251887,0.000471698,2,1,9.26317e-05
0.252358,0.000471698,2,1,9.15169e-05
0.25283,0.000471698,2,1,9.16923e-05
0.253302,0.000471698,2,1,9.7802e-05
0.253774,0.000471698,2,1,9.75263e-05
0.254245,0.000471698,2,1,9.69774e-05
0.254717,0.000471698,2,1,9.56306e-05
0.255189,0.000471698,2,1,9.52676e-05
0.25566,0.000471698,2,1,9.48421e-05
0.256132,0.000471698,2,1,9.26918e-05
0.256604,0.000471698,2,1,9.14722e-05
0.257075,0.000471698,2,1,8.84719e-05
0.257547,0.000471698,2,1,8.51516e-05
0.258019,0.000471698,2,1,8.43524e-05
0.258491,0.000471698,2,1,8.28654e-05
0.258962,0.000471698,2,1,8.28569e-05
0.259434,0.000471698,2,1,8.27796e-05
0.259906,0.000471698,2,1,8.25993e-05
0.260377,0.000471698,2,1,8.22597e-05
0.260849,0.000471698,2,1,8.27471e-05
0.261321,0.000471698,2,1,8.26428e-05
0.261792,0.000471698,2,1,8.24022e-05
0.262264,0.000471698,2,1,8.30045e-05
0.262736,0.000471698,2,1,8.22055e-05
0.263208,0.000471698,2,1,8.37369e-05
0.263679,0.000471698,2,1,8.59876e-05
0.264151,0.000471698,2,1,8.6372e-05
0.264623,0.000471698,2,1,8.8665e-05
0.265094,0.000471698,2,1,8.99897e-05
0.265566,0.000471698,2,1,9.20462e-05
0.266038,0.000471698,2,1,9.23279e-05
0.266509,0.000471698,2,1,9.59643e-05
0.266981,0.000471698,2,1,9.63196e-05
0.267453,0.000471698,2,1,9.65614e-05
0.267925,0.000471698,2,1,9.79677e-05
0.268396,0.000471698,2,1,9.90333e-05
0.268868,0.000471698,2,1,9.72553e-05
0.26934,0.000471698,2,1,9.73494e-05
0.269811,0.000471698,2,1,9.72478e-05
0.270283,0.000471698,2,1,9.62662e-05
0.270755,0.000471698,2,1,9.50196e-05
0.271226,0.000471698,2,1,9.3682e-05
0.271698,0.000471698,2,1,9.20411e-05
0.27217,0.000471698,2,1,9.10056e-05
0.272642,0.000471698,2,1,8.89916e-05
0.273113,0.000471698,2,1,8.80975e-05
0.273585,0.000471698,2,1,9.19587e-05
0.274057,0.000471698,2,1,8.85962e-05
0.274528,0.000471698,2,1,8.88312e-05
0.275,0.000471698,2,1,9.23997e-05
0.275472,0.000471698,2,1,9.22086e-05
0.275943,0.000471698,2,1,9.22344e-05
0.276415,0.000471698,2,1,9.39527e-05
0.276887,0.000471698,2,1,9.62201e-05
0.277358,0.000471698,2,1,9.67634e-05
0.27783,0.000471698,2,1,9.76265e-05
0.278302,0.000471698,2,1,9.8116e-05
0.278774,0.000471698,2,1,9.73088e-05
0.279245,0.000471698,2,1,9.56575e-05
0.279717,0.000471698,2,1,9.74891e-05
0.280189,0.000471698,2,1,9.55225e-05
0.28066,0.000471698,2,1,9.5927e-05
0.281132,0.000471698,2,1,9.81693e-05
0.281604,0.000471698,2,1,9.80036e-05
0.282075,0.000471698,2,1,9.72017e-05
0.282547,0.000471698,2,1,9.77588e-05
0.283019,0.000471698,2,1,9.62083e-05
0.283491,0.000471698,2,1,9.67216e-05
0.283962,0.000471698,2,1,9.80831e-05
0.284434,0.000471698,2,1,0.000103246
0.284906,0.000471698,2,1,0.000102862
0.285377,0.000471698,2,1,0.000105204
0.285849,0.000471698,2,1,0.000105524
0.286321,0.000471698,2,1,0.000106774
0.286792,0.000471698,2,1,0.000107446
0.287264,0.000471698,2,1,0.000108062
0.287736,0.000471698,2,1,0.000109197
0.288208,0.000471698,2,1,0.000110005
0.288679,0.000471698,2,1,0.000111461
0.289151,0.000471698,2,1,0.000112287
0.289623,0.000471698,2,1,0.000111359
0.290094,0.000471698,2,1,0.000111676
0.290566,0.000471698,2,1,0.000108576
0.291038,0.000471698,2,1,0.000108723
0.291509,0.000471698,2,1,0.000106751
0.291981,0.000471698,2,1,0.000104578
0.292453,0.000471698,2,1,0.000106597
0.292925,0.000471698,2,1,0.000105579
0.293396,0.000471698,2,1,0.000104845
0.293868,0.000471698,2,1,0.000104109
0.29434,0.000471698,2,1,0.000101436
0.294811,0.000471698,2,1,0.000101703
0.295283,0.000471698,2,1,0.000101909
